1000,0
1770000,0
4045000,0
6089000,0
8251000,0
10213000,0
12140000,0
14056000,0
16207000,0
18136000,0
20127000,0
21999000,0
23901000,0
25779000,0
27659000,0
29694000,0
31540000,0
33484000,0
35417000,0
37489000,0
39401000,0
41268000,0
43134000,0
45051000,0
46837000,0
49002000,0
51009000,0
53149000,0
55187000,0
57175000,0
59152000,0
61019000,0
62892000,0
64732000,0
66698000,0
68828000,0
70807000,0
72801000,0
74877000,0
76990000,0
78907000,0
80888000,0
82841000,0
84768000,0
86613000,0
88750000,0
90912000,0
93134000,0
95159000,0
97359000,0
99696000,0
101873000,0
104231000,0
106300000,0
108099000,0
109989000,0
111887000,0
113847000,0
115778000,0
117629000,0
119833000,0
121878000,0
123812000,0
125714000,0
127742000,0
129492000,0
131430000,0
133431000,0
135430000,0
137707000,0
139614000,0
141647000,0
143647000,0
145407000,0
147346000,0
149298000,0
151215000,0
153485000,0
155524000,0
157395000,0
159277000,0
161170000,0
163520000,0
165673000,0
167870000,0
170152000,0
172084000,0
174017000,0
175952000,0
177937000,0
179892000,0
182048000,0
184613000,0
186755000,0
188875000,0
191133000,0
193166000,0
195107000,0
197019000,0
198943000,0
200958000,0
203004000,0
205043000,0
206901000,0
208783000,0
210664000,0
212688000,0
214671000,0
216693000,0
218803000,0
220838000,0
222853000,0
224842000,0
226959000,0
228889000,0
230931000,0
232921000,0
234808000,0
236714000,0
238931000,0
240975000,0
243053000,0
244981000,0
246822000,0
248727000,0
251074000,0
253431000,0
255448000,0
257662000,0
259777000,0
261790000,0
263737000,0
265727000,0
267695000,0
269796000,0
272082000,0
274187000,0
276263000,0
278271000,0
280461000,0
282763000,0
284781000,0
287018000,0
289042000,0
291020000,0
292860000,0
294739000,0
296879000,0
298671000,0
300673000,0
302550000,0
304473000,0
306371000,0
308025000,0
309742000,0
311633000,0
313451000,0
315263000,0
316884000,0
318851000,0
320940000,0
322889000,0
324669000,0
326719000,0
328610000,0
330739000,0
332739000,0
334641000,0
336633000,0
338657000,0
340683000,0
342655000,0
344625000,0
346484000,0
348370000,0
350194000,0
351784000,0
353441000,0
355704000,0
357648000,0
359600000,0
361389000,0
363035000,0
364695000,0
366524000,0
368277000,0
370034000,0
372089000,0
373991000,0
375841000,0
377389000,0
379134000,0
380972000,0
382888000,0
384753000,0
386720000,0
388573000,0
390454000,0
392540000,0
394669000,0
396523000,0
398675000,0
400720000,0
402692000,0
404752000,0
407426000,0
410313000,0
412183000,0
414185000,0
416077000,0
417955000,0
419914000,0
421795000,0
423653000,0
425655000,0
427642000,0
429775000,0
431882000,0
433889000,0
436108000,0
438074000,0
440078000,0
441932000,0
443804000,0
445651000,0
447686000,0
449527000,0
451237000,0
453211000,0
455214000,0
457105000,0
459089000,0
461104000,0
463119000,0
465227000,0
467226000,0
469097000,0
470767000,0
472990000,0
474961000,0
476968000,0
478887000,0
480675000,0
482826000,0
484825000,0
486693000,0
489066000,0
490975000,0
492962000,0
494818000,0
496807000,0
498869000,0
500976000,0
502852000,0
505286000,0
507300000,0
509150000,0
511052000,0
512931000,0
515089000,0
516944000,0
518817000,0
520696000,0
522887000,0
524672000,0
526670000,0
528664000,0
530450000,0
532251000,0
533992000,0
535903000,0
537782000,0
539680000,0
541629000,0
543397000,0
545281000,0
547275000,0
549187000,0
550854000,0
552652000,0
554410000,0
556437000,0
558495000,0
560293000,0
562152000,0
564015000,0
566054000,0
567969000,0
569863000,0
571819000,0
573745000,0
575657000,0
577403000,0
579350000,0
581187000,0
582885000,0
584784000,0
586648000,0
588702000,0
590645000,0
592604000,0
594445000,0
596304000,0
598200000,0
600209000,0
602241000,0
604107000,0
606370000,0
608256000,0
610170000,0
612066000,0
613859000,0
615977000,0
618004000,0
620153000,0
622548000,0
624514000,0
626558000,0
628484000,0
630730000,0
632801000,0
635057000,0
637054000,0
639312000,0
641483000,0
643419000,0
645311000,0
647450000,0
649847000,0
651849000,0
653544000,0
655628000,0
657736000,0
659670000,0
661688000,0
663804000,0
665663000,0
667700000,0
669792000,0
671868000,0
673784000,0
675765000,0
677750000,0
679788000,0
681840000,0
683727000,0
685675000,0
687722000,0
689880000,0
691888000,0
693903000,0
695902000,0
698026000,0
699949000,0
701826000,0
703691000,0
705614000,0
707701000,0
709704000,0
711739000,0
713705000,0
715712000,0
717746000,0
719835000,0
722115000,0
724156000,0
726092000,0
727956000,0
729806000,0
731829000,0
733888000,0
