Time,Motor Vel,Engine Vel,Motor-Engine Vel,Current
1699223266.359986,0.007629394996911287,0.0,0.007629394996911287,0.0013670017942786217
1699223266.365031,0.015258795581758022,0.0,0.015258795581758022,0.0006098842131905258
1699223266.374715,-0.02288818545639515,0.0,-0.02288818545639515,0.00041479201172478497
1699223266.380018,0.0,0.0,0.0,0.0004271945799700916
1699223266.385667,0.015258791856467724,0.0,0.015258791856467724,0.0014020063681527972
1699223266.395644,-0.02288818545639515,0.0,-0.02288818545639515,0.0006575515144504607
1699223266.401022,-0.015258789993822575,0.0,-0.015258789993822575,0.00039094590465538204
1699223266.410557,0.02288818545639515,0.0,0.02288818545639515,0.0032902087550610304
1699223266.4202933,-0.02288818545639515,0.0,-0.02288818545639515,0.0007267493638209999
1699223266.4297712,0.03814697498455644,0.0,0.03814697498455644,0.004528790712356567
1699223266.439018,-0.022888185922056437,0.0,-0.022888185922056437,0.00039869805914349854
1699223266.449013,0.0305175818502903,0.0,0.0305175818502903,0.0017257726285606623
1699223266.458132,-0.02288818545639515,0.0,-0.02288818545639515,0.0009680815855972469
1699223266.467613,0.0,0.0,0.0,0.0005443710251711309
1699223266.476146,0.03051758138462901,0.0,0.03051758138462901,0.003886903403326869
1699223266.4811552,-0.0610351599752903,0.0,-0.0610351599752903,0.0003028248611371964
1699223266.486259,0.03051757998764515,0.0,0.03051757998764515,0.0005300237680785358
1699223266.4959881,0.0305175818502903,0.0,0.0305175818502903,0.004105538595467806
1699223266.5052521,-0.03051758138462901,0.0,-0.03051758138462901,0.00021990711684338748
1699223266.513611,0.02288818685337901,0.0,0.02288818685337901,0.0023396541364490986
1699223266.5189483,-0.0457763709127903,0.0,-0.0457763709127903,2.034870885836426e-05
1699223266.5277362,0.0,0.0,0.0,0.0013217527884989977
1699223266.533153,0.015258791856467724,0.0,0.015258791856467724,0.001250611268915236
1699223266.542834,-0.03051758138462901,0.0,-0.03051758138462901,0.00014919885143171996
1699223266.5521472,-0.015258789528161287,0.0,-0.015258789528161287,0.0017953237984329462
1699223266.5616243,0.007629394065588713,0.0,0.007629394065588713,0.001104530063457787
1699223266.567047,0.0457763709127903,0.0,0.0457763709127903,0.0022985367104411125
1699223266.5766642,-0.007629394996911287,0.0,-0.007629394996911287,0.0003855933027807623
1699223266.582238,0.0,0.0,0.0,0.0016738352132961154
1699223266.5874922,0.0,0.0,0.0,0.0013608152512460947
1699223266.596544,-0.01525879092514515,0.0,-0.01525879092514515,4.276191248209216e-05
1699223266.605608,0.03051757998764515,0.0,0.03051757998764515,0.004467658698558807
1699223266.615668,-0.007629394996911287,0.0,-0.007629394996911287,0.000619832833763212
1699223266.62518,0.015258790459483862,0.0,0.015258790459483862,0.0028182354290038347
1699223266.6302931,0.0,0.0,0.0,0.0003763302811421454
1699223266.6356392,-0.0305175818502903,0.0,-0.0305175818502903,-0.00017223601753357798
1699223266.64577,0.0381469763815403,0.0,0.0381469763815403,0.005048164166510105
1699223266.655623,-0.022888185922056437,0.0,-0.022888185922056437,0.0003267713764216751
