Time,Motor Vel,Engine Vel,Motor-Engine Vel,Current
1699222358.446392,0.0,0.0,0.0,0.0036383140832185745
1699222358.4516313,0.0,0.0,0.0,0.001263260142877698
1699222358.4615912,0.0,0.0,0.0,0.005289982073009014
1699222358.470057,-9.313225746154785e-10,0.0,-9.313225746154785e-10,0.004522974602878094
1699222358.4781792,0.0,0.0,0.0,0.004566500894725323
1699222358.4871352,0.0,0.0,0.0,0.0035194719675928354
1699222358.4968693,0.0,0.0,0.0,0.0028687857557088137
1699222358.502221,0.0,0.0,0.0,0.0032531919423490763
1699222358.512177,-0.02288818545639515,0.0,-0.02288818545639515,0.003836923511698842
1699222358.520682,0.007629394996911287,0.0,0.007629394996911287,0.004053522367030382
1699222358.5302882,0.0,0.0,0.0,0.002841552020981908
1699222358.539314,0.0,0.0,0.0,0.0022252683993428946
1699222358.544619,-0.0305175818502903,0.0,-0.0305175818502903,0.0009413673542439938
1699222358.5500643,0.0,0.0,0.0,0.001890416257083416
1699222358.555314,0.0,0.0,0.0,-0.00022523177904076874
1699222358.560609,0.0,0.0,0.0,0.001308342907577753
1699222358.5703292,0.0,0.0,0.0,0.0016571639571338892
1699222358.5795112,0.0,0.0,0.0,0.003738264786079526
1699222358.588884,0.007629394996911287,0.0,0.007629394996911287,0.0042597390711307526
1699222358.59863,0.007629394996911287,0.0,0.007629394996911287,0.003485869849100709
1699222358.6085882,0.0,0.0,0.0,0.00294685666449368
1699222358.618346,-0.007629394996911287,0.0,-0.007629394996911287,0.0025039443280547857
1699222358.6279309,0.00762939453125,0.0,0.00762939453125,0.006752592511475086
1699222358.6375892,-0.022888186387717724,0.0,-0.022888186387717724,0.004738244228065014
1699222358.647304,0.0,0.0,0.0,0.0028987363912165165
1699222358.6525593,0.0,0.0,0.0,0.0020645279437303543
1699222358.6578,0.0,0.0,0.0,0.0033892672508955
1699222358.6668692,0.0,0.0,0.0,0.0029671071097254753
1699222358.675753,0.0,0.0,0.0,0.0029834758024662733
1699222358.6807592,-0.0457763709127903,0.0,-0.0457763709127903,0.0007915209280326962
1699222358.6903071,0.0,0.0,0.0,0.0011762588983401656
1699222358.7003171,0.0,0.0,0.0,0.00273573724552989
1699222358.7056262,0.0610351599752903,0.0,0.0610351599752903,0.00513004045933485
1699222358.7155893,-0.03814697591587901,0.0,-0.03814697591587901,0.003751549171283841
1699222358.7251852,-0.007629392668604851,0.0,-0.007629392668604851,0.0037437118589878082
1699222358.734765,0.02288818545639515,0.0,0.02288818545639515,0.004683308303356171
1699222358.7437751,0.0,0.0,0.0,0.002330196090042591
1699222358.74882,0.0,0.0,0.0,0.003695752704516053
1699222358.758955,-0.015258791390806437,0.0,-0.015258791390806437,0.0015919054858386517
1699222358.7642722,0.0457763746380806,0.0,0.0457763746380806,0.005940986797213554
1699222358.7737062,-0.04577637556940317,0.0,-0.04577637556940317,0.000823196314740926
1699222358.7833102,0.05340576870366931,0.0,0.05340576870366931,0.008299654349684715
1699222358.792797,-0.02288818545639515,0.0,-0.02288818545639515,0.006748205982148647
1699222358.797944,0.0,0.0,0.0,0.0028235875070095062
1699222358.8033051,-0.0762939527630806,0.0,-0.0762939527630806,-0.00012132276606280357
1699222358.808619,0.0762939527630806,0.0,0.0762939527630806,0.008191200904548168
1699222358.817885,-0.02288818545639515,0.0,-0.02288818545639515,0.003459613537415862
1699222358.826292,0.00762939453125,0.0,0.00762939453125,0.006343562621623278
1699222358.8337512,-0.0610351599752903,0.0,-0.0610351599752903,0.0008291153935715556
1699222358.842236,0.0,0.0,0.0,0.002482447074726224
1699222358.8523133,0.0,0.0,0.0,0.0023436604533344507
1699222358.8620791,0.0,0.0,0.0,0.003053578780964017
1699222358.8711152,0.0,0.0,0.0,0.00228552776388824
1699222358.879564,-0.007629394996911287,0.0,-0.007629394996911287,0.0012571357656270266
1699222358.8881721,0.015258789993822575,0.0,0.015258789993822575,0.004495492670685053
1699222358.8971982,0.0,0.0,0.0,0.002120670862495899
1699222358.9023201,0.0610351599752903,0.0,0.0610351599752903,0.005612907465547323
1699222358.9074981,-0.03051757998764515,0.0,-0.03051757998764515,0.001229028799571097
1699222358.9171972,0.0,0.0,0.0,0.002347527537494898
1699222358.925656,0.0,0.0,0.0,0.0026912486646324396
1699222358.934158,0.0,0.0,0.0,0.0029849866405129433
1699222358.942264,0.007629395928233862,0.0,0.007629395928233862,0.003916474059224129
1699222358.9527771,0.0,0.0,0.0,0.0035428348928689957
1699222358.962759,0.0,0.0,0.0,0.002588247414678335
1699222358.9714851,0.0,0.0,0.0,0.001931549864821136
1699222358.981136,0.0,0.0,0.0,0.0034548058174550533
1699222358.9957461,0.0,0.0,0.0,0.001939671696163714
1699222359.003942,0.0,0.0,0.0,0.0019197816727682948
1699222359.012125,0.0,0.0,0.0,0.002167535712942481
1699222359.0210142,0.0,0.0,0.0,0.002073667012155056
1699222359.02903,0.0,0.0,0.0,0.002999574178829789
1699222359.0350502,0.0,0.0,0.0,0.0018474210519343615
1699222359.041058,0.0,0.0,0.0,0.0012190075358375907
1699222359.046106,-0.015258789993822575,0.0,-0.015258789993822575,0.0020031214226037264
1699222359.0513601,0.015258789993822575,0.0,0.015258789993822575,0.0027004065923392773
1699222359.0571573,0.0,0.0,0.0,0.001879967749118805
1699222359.0671492,0.0,0.0,0.0,0.0023003548849374056
1699222359.072604,0.0,0.0,0.0,0.0032434570603072643
1699222359.077798,0.015258789993822575,0.0,0.015258789993822575,0.0031750453636050224
1699222359.0831351,0.0,0.0,0.0,0.0027676448225975037
1699222359.089115,0.0,0.0,0.0,0.0011076622176915407
1699222359.0987701,0.007629394996911287,0.0,0.007629394996911287,0.0032645626924932003
1699222359.104315,0.015258789993822575,0.0,0.015258789993822575,0.002207907848060131
1699222359.1095881,0.0,0.0,0.0,0.00304122781381011
1699222359.115142,0.0,0.0,0.0,0.002568313619121909
1699222359.1209292,0.0,0.0,0.0,0.0018579143797978759
1699222359.126184,0.0,0.0,0.0,0.0025830836966633797
1699222359.136089,0.0,0.0,0.0,0.002331063151359558
1699222359.141879,0.0,0.0,0.0,0.0015514696715399623
1699222359.1488972,-0.015258789993822575,0.0,-0.015258789993822575,0.0024210717529058456
1699222359.1624112,0.0,0.0,0.0,0.0007250651833601296
1699222359.172433,0.015258789993822575,0.0,0.015258789993822575,0.003983613569289446
1699222359.181142,-0.015258791856467724,0.0,-0.015258791856467724,0.00563040329143405
1699222359.1890671,0.0,0.0,0.0,0.003941623028367758
1699222359.2002861,0.0,0.0,0.0,0.0021235370077192783
1699222359.211303,0.030517585575580597,0.0,0.030517585575580597,0.0018893395317718387
1699222359.221298,-0.0610351599752903,0.0,-0.0610351599752903,0.0005550046917051077
1699222359.2315233,0.0,0.0,0.0,0.003351036226376891
1699222359.240912,0.0,0.0,0.0,0.00191779516171664
1699222359.2501862,0.0,0.0,0.0,0.002679373137652874
1699222359.258665,0.0,0.0,0.0,0.0014838346978649497
1699222359.2646883,0.0,0.0,0.0,0.001044203294441104
1699222359.269894,0.0,0.0,0.0,0.0018642060458660126
1699222359.2755122,0.0,0.0,0.0,0.0025335776153951883
1699222359.2812853,0.0,0.0,0.0,0.0021303403191268444
1699222359.2916,0.0,0.0,0.0,0.0027069980278611183
1699222359.297511,0.0,0.0,0.0,0.0028829246293753386
1699222359.302921,0.0,0.0,0.0,0.002888438990339637
1699222359.3085802,0.0,0.0,0.0,0.0020328708924353123
1699222359.314166,0.0,0.0,0.0,0.0014099079417064786
1699222359.3197272,0.0,0.0,0.0,0.002591109834611416
1699222359.324793,0.0,0.0,0.0,0.0024828591849654913
1699222359.3325791,0.0,0.0,0.0,0.0026956917718052864
1699222359.3419652,0.0,0.0,0.0,0.0024966991040855646
1699222359.347584,0.0,0.0,0.0,0.0013720376882702112
1699222359.353183,0.0,0.0,0.0,0.0030318654607981443
1699222359.3583472,-0.015258789993822575,0.0,-0.015258789993822575,0.0017665964551270008
1699222359.364042,0.015258789993822575,0.0,0.015258789993822575,0.003068544203415513
1699222359.369781,-0.030517585575580597,0.0,-0.030517585575580597,0.0013061963254585862
1699222359.3750012,0.015258789993822575,0.0,0.015258789993822575,0.00351607333868742
1699222359.380496,0.0,0.0,0.0,0.00270660943351686
1699222359.3865921,0.0,0.0,0.0,0.0021194538567215204
1699222359.3916671,0.0,0.0,0.0,0.0017886696150526404
1699222359.397172,0.015258789993822575,0.0,0.015258789993822575,0.005630141124129295
1699222359.402791,-0.03051757998764515,0.0,-0.03051757998764515,0.00034488766686990857
1699222359.408298,0.0457763709127903,0.0,0.0457763709127903,0.004817164037376642
1699222359.41348,0.0,0.0,0.0,0.001712388009764254
1699222359.419292,0.0,0.0,0.0,0.002916866447776556
1699222359.424663,0.015258789993822575,0.0,0.015258789993822575,0.00027863692957907915
1699222359.430813,0.0,0.0,0.0,0.003338620299473405
1699222359.4359,0.0,0.0,0.0,0.0020399419590830803
1699222359.4459789,0.0,0.0,0.0,0.0017273318953812122
1699222359.453567,-0.015258791856467724,0.0,-0.015258791856467724,0.0009598693577572703
1699222359.459612,0.0,0.0,0.0,0.0021709734573960304
1699222359.4664981,0.0,0.0,0.0,0.0014896559296175838
1699222359.476156,0.0,0.0,0.0,0.001933670719154179
1699222359.4861372,0.0,0.0,0.0,0.002435250673443079
1699222359.4957032,0.0,0.0,0.0,0.0056062848307192326
1699222359.5046551,-0.015258790459483862,0.0,-0.015258790459483862,0.0033254174049943686
1699222359.5138872,0.007629394996911287,0.0,0.007629394996911287,0.0052467226050794125
1699222359.5227652,0.0,0.0,0.0,0.003787774359807372
1699222359.5324621,-0.007629395462572575,0.0,-0.007629395462572575,0.005607164464890957
1699222359.5416021,-0.007629394996911287,0.0,-0.007629394996911287,0.002344091422855854
1699222359.550723,0.0,0.0,0.0,0.002957052318379283
1699222359.559858,0.0,0.0,0.0,0.0019191569881513715
1699222359.5682502,0.0,0.0,0.0,0.00275784800760448
1699222359.577502,0.0,0.0,0.0,0.003027635160833597
1699222359.586256,0.0,0.0,0.0,0.0023807676043361425
1699222359.595452,0.0,0.0,0.0,0.00165258115157485
1699222359.600967,0.0,0.0,0.0,0.002920727711170912
1699222359.6114802,0.0,0.0,0.0,0.003934583161026239
1699222359.6168642,-0.015258789993822575,0.0,-0.015258789993822575,0.0019314228557050228
1699222359.627633,-0.00762939453125,0.0,-0.00762939453125,0.005035661160945892
1699222359.6335452,0.0762939527630806,0.0,0.0762939527630806,0.008048539981245995
1699222359.638843,-0.0457763709127903,0.0,-0.0457763709127903,0.0004340698942542076
1699222359.6451302,0.015258789993822575,0.0,0.015258789993822575,0.0034687896259129047
1699222359.651585,-0.03051757998764515,0.0,-0.03051757998764515,0.0013495972380042076
1699222359.657552,-0.030517585575580597,0.0,-0.030517585575580597,-0.0005462522385641932
1699222359.662964,0.0762939527630806,0.0,0.0762939527630806,0.0028902895282953978
1699222359.66876,0.015258795581758022,0.0,0.015258795581758022,0.0015671993605792522
1699222359.674868,-0.061035171151161194,0.0,-0.061035171151161194,0.0002719265758059919
1699222359.6799302,0.1525879055261612,0.0,0.1525879055261612,0.01309217233210802
1699222359.689819,-0.06103516696020961,0.0,-0.06103516696020961,0.0005696308799088001
1699222359.7016053,0.0152587890625,0.0,0.0152587890625,0.013257347047328949
1699222359.708638,0.0762939527630806,0.0,0.0762939527630806,0.006676528602838516
